Gene,Exp
COX6B2,1.714722
UNC5B,5.511961
CPXCR1,1.587587
BCHE,1.648766
LOC285735,2.170143
LOC653319,2.914759
TRPV5,1.456572
SEPHS1,11.136696
ZNF69,9.011132
PELI3,2.516804
CUL5,7.481402
NBPF11,6.875751
SOX2,10.515183
DEFB104B,1.753836
TTTY6B,1.882148
TBL3,5.927753
AQR,4.852095
SAS-ZFAT,1.561741
RANBP6,2.10957
FLJ43806,2.395273
TOR2A,4.209251
KCNJ9,2.429859
RPS19BP1,7.906651
ELA3A,2.364084
ZNF131,2.509968
MMP20,2.439726
PIGW,1.889939
ZNF43,2.305071
KRT86,1.939601
NAT11,5.15125
CYP4F2,1.776739
OR52A5,4.219762
ANKRD6,5.776511
WDR44,2.620172
DMRTC2,2.833516
ZNF585B,3.102115
GPAM,6.427126
TUBB8,2.868892
NDUFAB1,11.206678
CDRT15P,2.346391
LRRTM1,5.201476
DDHD2,2.575554
LOXL4,3.556708
PYGO1,1.797119
S100A7L2,4.335362
TATDN1,6.047761
C4A,2.257822
SNHG3,1.916562
PRELID1,9.445482
C9ORF61,5.193884
LOC90835,4.712549
HCRT,2.354723
PHLDB2,4.810409
BANF1,10.681016
PHC3,2.765519
FLJ20184,1.683857
FLJ45974,2.503132
OR1G1,1.869266
SLC18A3,1.827872
UTS2D,2.357294
DOPEY2,6.600376
FAM70A,1.560445
ATG4D,2.523635
DIP2B,8.226095
C12ORF24,7.17133
KRTAP5-6,1.259374
LOC729603,11.726973
PNPLA8,2.417629
NAT13,6.17568
TMCO6,4.882496
ARMCX1,5.453033
MTPN,9.794054
KIAA0280,2.379906
BCDIN3,8.238876
COCH,4.591676
RPS26L1,2.165645
FLJ21511,1.906359
SLC16A12,11.385651
GTF2IRD2B,2.19305
CKAP2,6.517414
GBA3,1.485804
VPRBP,4.383177
NAPB,6.909933
TPI1,12.007854
LOC649946,7.946242
SPACA5B,1.659839
UBE3C,9.016325
SPC24,7.760355
BCL2L13,8.269367
ZNF611,4.085837
YY1,7.711158
MAGEA1,1.422756
SYT14,3.676087
PA2G4P4,2.240943
ANKRD20B,1.706806
C14ORF129,6.457999
BEX2,9.21858
CBL,7.379809
MTRF1,4.137448
HCN2,3.377088
SF3B14,7.764316
C2ORF32,3.383303
ICT1,7.609148
FRG2,1.654856
ARID2,6.173989
SMC3,4.632652
SHCBP1,11.050388
C18ORF55,9.049469
PINX1,5.842869
APBA1,1.450252
BIRC2,8.066903
DDX1,10.242566
LOC283129,1.381723
ALDH1L2,1.504028
TTRAP,3.720325
THAP4,5.71856
RBM7,7.119079
TTC9C,5.631058
SCARB1,7.063915
LOC374491,3.027667
ARMET,10.469883
C10ORF91,1.581395
SERAC1,2.418732
LIME1,6.007971
PHYHD1,3.666193
INTU,5.740924
CCDC121,2.553259
TTC12,5.388455
TSPAN6,7.191385
C7ORF11,4.283326
PEX5L,2.503758
LEMD3,8.029462
LOC440354,4.511437
COX7B,8.940847
ARRDC4,1.594277
SLC34A2,2.940237
ANXA1,9.480914
CHRDL1,2.424278
SERPINB9,2.351239
OAS3,1.649506
IL8,3.194015
LOC220115,3.382207
STYX,1.490075
SLC4A4,2.380897
FLJ16793,2.81944
HIST1H2AG,1.392522
C3ORF52,6.533428
NOLC1,7.854957
LIN7C,3.545424
HSCB,7.138105
ZMYM6,1.513738
DKFZP666G057,1.531771
ZHX2,6.367963
LOC339240,2.138344
C14ORF39,2.033489
GIOT-1,2.377922
LRRC51,4.032647
LOC146325,3.652744
ANKRA2,6.406031
LOC653866,1.827034
C17ORF77,1.177209
PGAP1,4.905552
MGC52498,3.154743
SFRP4,2.013237
BRSK1,8.442944
PCDHB17,6.325567
DHRS4,8.214433
CST4,2.943142
SASH1,6.964308
PFKFB3,8.042526
MCART2,1.465887
DGCR6,4.987143
ZNF667,1.811108
RRAD,1.631962
GOLPH4,5.674597
TSPAN2,2.258964
NCOR1,6.084468
TMED7,7.757059
RPP21,9.882265
ZNF485,2.375229
C6ORF211,6.291509
CENPH,2.549141
IFNA7,1.833563
HLA-F,5.494625
TSPY1,1.851283
C14ORF131,6.687696
FLJ10213,5.920782
FOXE1,1.493224
ANXA8,2.084713
OR8H1,2.217965
LOC93349,1.432886
C1ORF201,2.380539
STYK1,1.765211
HEATR5B,6.470895
FAM130A1,5.76089
COX17,10.117493
NOC3L,7.868723
EMX2,2.455259
CCNH,5.516089
FLJ45422,2.304135
FGF6,1.832266
ARL16,8.803236
PSG2,1.637979
TR2IT1,1.600549
ATG12,8.801581
IL17F,1.716994
CYR61,9.67897
CD69,1.731712
XPOT,7.059894
OR10H5,1.244516
FOXD4L2,1.468958
HIST1H2AH,1.923683
PVRL3,9.057089
CICK0721Q.1,2.578026
GLS,3.027667
GDF15,6.298125
FANCL,2.029621
ACOT2,1.300692
IGFALS,1.806824
CTGLF1,2.827597
LIPG,5.409396
WDR52,3.533233
KLHL8,6.418834
ROBO2,1.229124
HDGFL1,1.971058
NTS,1.768269
NTNG1,2.76404
C15ORF38,2.855982
MRPL20,7.870022
SHQ1,6.519834
FAM122B,6.942008
KIAA1641,3.15713
NUDT11,8.338342
LOC646962,1.680479
CYLC1,1.835914
SLC22A10,1.652953
FLJ38482,6.286402
FCF1,5.669703
THAP5,2.085103
RPL36AL,11.053839
MRPS35,7.485286
SLC36A3,1.677624
CCDC91,2.675243
DEFB110,1.716742
VAMP8,8.533907
FLJ25439,2.564168
CHIC1,3.764139
C1ORF91,2.817562
UGT8,2.094841
ZNF83,5.723665
GGT3,2.592042
LOC653216,3.028981
FGD6,5.855397
CDH6,2.430665
LRTM2,1.952079
DKFZP667G2110,1.895841
RNUXA,6.015625
KIR3DL2,1.328757
PPID,1.94089
FIP1L1,2.063586
KRTAP5-1,2.220371
DUX3,2.493725
SLC30A4,1.297098
CYP2B7P1,2.396193
LOC387680,4.783909
RPS4Y2,6.121699
HLCS,1.605966
UBB,12.480066
POLA1,6.913681
TUSC4,7.897878
RPL37,3.807043
CHCHD2,11.209485
ZNF471,4.258886
LOC440396,3.269916
MYPN,1.932531
ALG14,5.064407
ALX3,1.617107
C9ORF6,6.111901
SPIC,1.791601
OR8J1,1.778876
SPRR2D,1.230726
SRP19,8.833202
MMP7,1.87108
PLN,2.573841
CARD8,5.155514
TOP1,4.607414
GOLGA8E,1.922736
TTC19,8.651033
ERCC4,3.177763
UNK,1.943148
PRB2,1.838949
LOC90379,7.836006
DHX37,8.369173
PCID1,8.073542
GPR15,2.256256
C3ORF1,4.243811
LOC220429,1.890346
DEFA1,1.458154
MPND,4.875613
MGC29506,1.946565
C14ORF143,7.075229
MMP23B,5.525891
TRIM16L,1.937127
C1ORF25,2.733202
OR51F1,1.813693
LAT1-3TM,3.643247
UNC93B1,6.423103
HRK,5.191651
RAB42,3.209999
LOC153364,2.425566
LOC442245,2.273534
CLEC4G,3.573293
PHOX2B,1.489086
SELE,1.856384
HRG,1.24033
IFNA13,1.662243
ABCB6,6.985166
ABCC4,5.710132
TSPAN12,4.098103
RBMY1J,1.838525
OR2M1P,1.83073
ADAM29,1.634312
TMEM128,4.363602
SOHLH2,2.584055
C14ORF73,2.296797
STT3B,7.23547
SGCB,5.603839
PLEKHG1,2.906245
PLVAP,1.79335
AMAC1L2,2.637081
GMCL1,7.312328
TADA1L,7.032126
LOC153328,3.135656
DKK2,1.442312
C16ORF53,8.638129
FLJ46309,9.902137
LCORL,1.504233
FLJ40244,1.181497
MRGPRE,1.552003
OR8K5,2.188954
C2ORF52,1.697641
SAMD11,3.531094
PGRMC2,9.373267
PDE6A,1.756674
GAGE4,1.968009
SUMO1P1,1.413556
C19ORF55,2.197048
C1QTNF4,4.328865
CACNB3,7.006309
PANK3,4.336613
DAZL,2.812138
PPARGC1B,4.81365
KRTAP21-1,3.06602
LOC153222,5.026797
SPATA4,1.652843
GGH,5.520091
RHOBTB2,3.355499
SLAMF6,2.175374
PPP2CA,9.220406
C1ORF210,2.149968
INGX,2.16274
POSTN,1.974217
C12ORF11,4.191278
CDKN1B,6.261854
C14ORF8,1.325446
XRN2,1.842349
C13ORF18,3.326689
NUP93,9.217339
LOC497661,3.186062
OR5K3,1.843606
AGBL4,1.556167
HRB,2.644695
OIP5,9.56322
ZFYVE21,8.863891
DDX19A,7.91962
OSR1,1.375601
TAAR1,1.929271
EIF4EBP3,1.675712
DEFB122,1.815481
POLR3A,8.456532
RGS2,8.241263
PCK1,2.173626
ZNF627,8.149767
SPRR2C,1.576988
TTTY9B,1.569114
MSX2P,2.188789
SLC14A1,1.63601
CTNNA2,4.331874
LOC728137,2.384512
HADHB,6.710466
SCG3,7.48198
KRTAP5-8,1.756449
CXORF12,5.108589
HGD,2.122524
C20ORF106,1.392115
SPANXC,1.352281
PSMA4,9.558973
KATNA1,7.931011
C2ORF33,6.592289
MYEOV,1.535381
MCART1,4.11799
ARRDC3,6.343156
C5ORF34,2.38992
RFPL1S,1.925537
FAM22G,2.018778
FDX1,3.855077
H6PD,1.987646
OR5L2,1.331405
FLJ39237,2.650284
WDR49,1.497787
INPP4B,2.218896
LOC407835,8.761675
ABCD2,1.618162
TTR,8.356844
SAP30BP,5.06048
ANAPC7,6.00105
C19ORF20,2.538366
NPDC1,6.151564
FBXL22,2.27902
VIPR1,6.171775
EFHB,2.371302
CA2,7.474235
ZNF28,2.31158
LOC388692,2.621316
SCARNA15,1.547435
LRCH1,2.483654
ANKS4B,2.122685
CEP152,5.488322
SLITRK4,6.406919
OPN1MW,1.183886
OR7E37P,3.029329
REV3L,2.774548
OR5M8,1.703889
GAPDHS,1.559449
CX62,2.564413
H2AFX,7.500849
NIT2,6.544993
LOC595101,3.25509
KIAA1267,8.237891
SNHG5,10.807866
PEX12,1.774924
OR4F3,2.875661
OR4F5,2.06443
HSPB7,1.864948
OR10W1,1.817296
ZNF367,2.944955
C6ORF159,2.908706
SLC4A7,7.963056
ZDHHC3,5.687019
ADAM18,1.138697
SLC37A2,1.914801
C17ORF61,10.103392
GSTM2,9.053265
CYTL1,5.430178
SLC19A2,2.502036
FSTL1,9.566546
KRT40,2.184667
IL31,2.20688
TTLL2,1.38596
N4BP1,6.028669
PTH,2.142357
IFNA4,1.409869
LBX1,2.205795
ZNF474,1.632782
C21ORF87,2.558594
RBMY2EP,1.903469
HELLS,8.054062
UBLCP1,7.414345
CRY1,6.889911
ELA2A,2.601503
MCFD2,2.951928
C10ORF37,1.536523
F2RL2,2.423698
MLSTD1,7.241397
PCYT2,2.938883
CHPT1,6.126268
BUB1,8.994844
ARL15,4.594151
RNF151,1.880132
TMPRSS12,1.410634
LOC441581,1.538808
FPRL2,1.984782
GRIA1,1.811953
MSH2,4.156449
SPATS2,6.208644
ECEL1,5.039434
OR2A9P,2.992728
MYL5,5.036344
HCG4,1.830293
VENTXP7,1.888524
PRR15,2.924185
MRP63,6.70901
OR10J1,1.847628
CCDC68,3.822295
SMAD7,4.63845
MRC1,2.118866
HLA-A,10.711346
GAGE2,1.620544
LACE1,2.217384
PPP1R2P9,1.640301
HHIP,1.870994
GPR52,2.357094
C14ORF108,6.613157
FRYL,2.392999
TTTY1,2.231721
SLC13A1,1.462049
LIPK,3.378903
LOC343521,2.248776
ST3GAL4,4.825739
HSD17B13,1.935165
NBPF14,3.30755
EDD1,7.266273
TXNDC13,6.24215
SEPP1,1.81933
C14ORF58,6.458337
XRCC2,8.451145
KRT6L,2.195639
DCTN6,2.472871
SFTPA2,1.580996
RBMY1F,1.971492
MAGEE1,6.914965
PRKX,6.922844
ZNF699,3.290805
LOC134997,10.67498
ATPBD1B,7.878679
TREML4,1.723395
C6ORF66,4.815944
HLA-DPB2,6.373525
LOC202134,4.446095
PCDHB6,0.822791
MUC2,2.156295
C4ORF28,2.228573
CTXN3,1.515472
C1ORF62,1.7972
NSUN7,6.421859
MEIS3P1,6.146164
SFXN1,7.847285
C10ORF54,1.993846
OSMR,3.627521
FCAMR,1.283164
OR8U1,1.823176
MMP26,1.728485
ATG10,5.71043
RAET1L,1.570546
BAGE5,4.483408
NEDD1,1.706945
SHROOM4,8.667476
OR4M2,1.730943
D2HGDH,6.266734
FLJ40869,2.69089
C13ORF26,1.652225
TLL2,1.458331
NDST2,5.345939
CTAG1A,2.014437
UGT1A3,1.42782
C20ORF39,5.401953
UGT2B4,1.728619
SLC35F5,6.526662
PRAMEF9,1.733587
ECD,7.369602
JTB,10.93173
FER1L4,3.648461
KRTAP10-3,1.704266
BGN,5.716675
CCNJ,4.404235
SFTPC,1.548229
PLCL1,2.298144
WWC2,4.552175
IL5,1.672248
IFNG,2.394482
C18ORF10,7.920015
RABAC1,8.950131
CNOT3,7.175325
DDX26B,3.235542
LEP,6.428898
RPS17,13.182396
C4ORF16,2.715756
ITM2B,2.015097
FAM46D,1.74238
DTWD1,2.102932
HIST1H3I,2.258753
OR4D2,1.68059
SERPINI1,2.860498
DEFB131,3.816543
TMEM164,3.614042
ARHGAP15,2.389212
CLDN16,1.457728
DDHD1,1.666449
RPLP0P2,1.804846
LASS5,7.479723
NHLH2,3.399206
NPIP,6.711427
TCP11L1,2.429608
OR6C70,1.083008
CD52,4.568679
RPS26,10.664069
POU3F2,1.768607
KRTAP9-4,2.421053
MAK,2.421361
CHD6,5.130036
P15RS,9.146815
DMRT1,2.466065
MFSD4,1.670937
KRTAP1-3,2.556089
ZNF333,2.751173
ATP4A,1.776552
SNORD56,5.474035
SIGLECP3,1.948221
CTGLF3,8.037325
LOC440836,1.543157
DCDC5,5.743107
DERL1,7.938193
RHBDD1,6.170197
LSDP5,4.237513
LOC552891,1.9068
ASB17,1.278367
GDF3,6.308878
PRIM1,8.870762
NLGN4Y,6.436291
LOC729440,2.732133
TMEM17,10.471998
MRPS34,7.357819
HAPLN1,5.027136
PRH1,3.205415
B3GAT3,5.33648
RNASEL,3.538686
COMMD8,3.304602
STYXL1,7.625407
CDH12P,2.336367
XLKD1,2.01603
CDC26,8.716732
NR3C2,3.498027
GAS2L3,4.667242
SPRR2E,1.493035
SPANXB1,1.647928
TMEM91,6.410993
EML5,1.608347
SEDLP,6.0227
IKBKAP,3.433408
TEX101,1.789851
RFK,2.509037
MAEL,1.970743
TMC8,1.187561
HAO1,1.286814
KIAA1279,2.362586
HINT3,1.72246
TSNAX,4.312347
C21ORF24,11.784023
GUCA1B,2.971331
SLC15A2,2.637898
SLC25A4,10.279111
ADAMTS7,4.531538
HMG1L1,6.828942
LOC649159,2.282475
PPP4R1L,4.041677
SRP14P1,10.130272
TTTY6,1.615385
PPIG,2.733761
WDR46,8.123671
TMEM170,7.153761
ZC3H7A,2.463449
TMEM39B,7.456133
ICAM3,6.670153
GGTA1,1.860011
ZNF577,7.494425
ESM1,2.126987
MELK,9.126721
KIF5C,8.735429
ARMC2,2.374844
LEF1,5.023993
KIAA1712,7.348919
SPCS2,1.777659
C11ORF54,6.657077
TMED10P,10.133834
ZCCHC10,1.557718
OR1S2,1.828927
DBX2,2.845071
PRO0628,3.918701
BIVM,6.157874
NDST4,1.689861
TWSG1,8.447238
TP53INP1,5.567211
AIM2,2.43747
ANKRD32,5.157306
RAB30,3.939757
FLJ43692,6.747869
CCDC42,1.349669
DEFB107A,2.890658
PPP2R3C,6.861579
MXD1,3.757567
C4ORF36,3.113484
FRRS1,2.896838
LAMB1,6.311562
EPHB4,8.060218
LOC619207,1.350006
CCDC127,6.320938
LRRFIP1,9.072174
HORMAD1,1.754727
RNF32,1.721428
ORC6L,12.867687
SYNJ2,3.564718
LOC286187,1.644674
GCLC,2.360278
ZNF514,5.85353
LOC400499,1.75404
WWP1,1.48388
DDX51,10.75058
SERPINA6,2.058495
C3ORF26,8.973861
OTUD6B,6.780135
TUBA3D,2.706779
MAGOH,8.007822
GABRA5,4.57076
ANKRD20A1,3.333125
SLFN13,2.695615
FAM7A2,5.578625
CYP2B6,1.576792
NEFM,5.65059
ALS2CR7,1.898267
GNA12,7.203773
LONP2,3.076461
GRK1,1.823461
LYL1,3.29918
STK32B,4.064721
MAP7,8.704504
DKFZP586I1420,6.167463
PGK1,8.573705
CSMD1,1.688363
CARKL,9.434147
BPY2B,1.948529
ZNF564,6.183349
PLA2G4D,1.856917
UBE2S,2.90325
IAH1,6.591015
GLB1L,3.194674
FABP5L3,2.230163
ANXA9,4.100483
CDKL3,4.069784
SREBF2,2.650081
TMEM126A,8.834375
RP1,1.655896
MBD5,2.456345
RFC1,7.619229
TTC21B,1.815871
LIPC,1.711952
HBS1L,1.663448
RAB40A,1.46857
PAH,1.475347
SPARCL1,1.935302
SYCP1,1.656574
RPS2,12.952322
ZNF563,2.372886
LSM1,9.929989
KBTBD10,1.572948
GSTM1L,1.663118
RAG1AP1,5.052496
EFCBP1,4.55616
PPM2C,3.245243
CCL3L1,1.720739
GPR37,6.7988
KRT6A,2.266603
OR8J3,2.15696
RPS15,12.095058
FAM84A,2.354227
LOC162073,3.258972
CENPO,3.861349
PRRG4,5.113198
APOBEC3B,5.804633
NPHP4,5.382596
ISCA1,6.801176
LOC90586,8.949377
SSB,3.021532
RBP2,2.411207
NEU4,1.781233
HMGB2,8.915986
MYCN,10.482215
KRT20,2.379012
GFPT1,8.49965
HNRPA1L-2,9.269687
RPL7L1,11.36532
C6ORF72,5.664226
HBXIP,9.597149
CLEC3A,2.112658
TMCO3,7.480545
C6ORF195,1.466582
PRSS7,4.310009
NR0B2,1.150806
RAD21,8.068166
BAG4,5.075487
GM2A,4.761658
VDAC2,1.9194
C17ORF85,6.265888
GPR103,2.299185
ARFGEF1,5.677428
F2R,13.368012
LYAR,8.588672
ASNSD1,8.657043
PRAMEF4,2.023979
C17ORF76,2.372726
DGCR5,4.232561
KIFC1,8.838924
PTPN12,8.826582
N4BP2,8.05177
HIST1H3B,1.971261
PRDX4,10.497298
DNAJB4,2.980366
PRAMEF16,1.950751
KLRK1,2.427984
DEPDC1,1.702325
MAK10,4.287367
TMSB4X,4.113663
ZNF491,3.157871
RPL23AP7,5.950376
REPS1,4.019907
ZNF192,1.945338
RBM18,5.467259
SLC25A42,6.42425
SLC9A11,1.554421
RDH14,9.394105
ETF1,9.810067
VBP1,9.684976
MYT1L,1.921059
TBX10,1.858968
SMARCA5,7.671597
PABPC3,2.523429
CYS1,2.142752
C13ORF1,3.717224
ADH7,3.011847
PPWD1,6.87351
CRHBP,1.872044
KLKP1,2.080137
IL23R,1.930729
ASCIZ,3.590247
GP6,1.764381
TSGA14,6.43401
CHORDC1,1.965294
OTOR,1.590989
PPIC,7.096345
ADAM3A,2.252249
AGTPBP1,2.483307
FBLN5,3.924098
CETN3,2.138195
PAPSS1,6.943197
MCM3,11.765468
HUNK,1.662381
TTTY21,1.719153
ZNF322B,2.21296
SNAPC3,1.728243
C3ORF65,1.843717
SNX25,6.005609
TTTY7,2.325318
C3ORF14,8.630198
FOXB1,1.656019
GNRHR2,2.688545
KLRG2,5.529104
TMEM75,1.713064
ADIPOR2,7.634455
C4ORF34,7.376291
CCDC129,1.771744
ZNF354C,1.3064
XCL1,2.25294
HIST1H4J,3.307349
TRIM71,9.614451
ZNF569,2.295809
GCNT1,1.968409
EIF4E3,7.12403
DLX6,1.358349
ZNF740,2.594872
SMS,10.351139
ZNF805,4.952375
BRMS1L,2.746427
LTB4DH,8.103501
ZNF521,4.714081
C5ORF37,5.539705
ACAD8,7.936103
KIAA1411,5.785126
NDUFA10,6.282298
PTCD1,8.069719
CENPE,5.354587
CRBN,6.875265
C17ORF59,3.988799
LOC432369,11.116583
FLJ31659,2.574327
GCLM,4.675169
LRRK2,1.295975
FCRL1,1.975859
GJB6,2.245872
INSL3,1.539701
ANKRD50,7.310231
DBR1,4.076847
BRP44L,8.003999
RASSF3,2.806067
OR4Q3,1.855203
LOC440145,6.295276
TIGD4,2.303215
CYP2D7P1,2.044017
ZNF184,3.992392
LOC402573,2.242313
ZC3HAV1L,2.451742
H2AFB2,2.9426
KIAA0247,4.409115
ECOP,6.736883
IMPG1,2.080595
ACSBG1,4.301441
KIF5A,2.789443
KIAA0082,2.532855
CCDC65,2.21032
SLAMF9,2.44808
TMEM35,4.862956
ANKRD23,3.942391
SELT,2.787799
OR2J2,1.272792
SLC16A14,2.759368
C13ORF24,3.740188
ZNF549,11.125215
ABHD14B,2.416364
GSTO1,9.818425
PCDHB2,8.656575
GRIN2C,2.190658
ARFGAP3,1.430786
GSTA3,1.660441
NTHL1,7.948884
HS3ST1,2.871887
TBC1D23,6.625867
LOC126536,2.792611
OR2T5,1.56768
KRT16,2.462588
MSRA,5.765387
C6ORF170,6.458776
TMEM16D,2.536419
KIAA0562,6.379364
DDC,3.300066
IRAK1BP1,5.312126
PDCD5,8.436294
CCNG2,5.7003
LOC643923,1.527819
SLC5A11,2.136514
YWHAG,9.048845
CCL28,1.636401
STARD3NL,7.111275
ECM2,2.089101
EIF1AY,6.060006
SEBOX,1.301819
NME6,5.683479
CRSP9,3.298768
CENPC1,2.473012
STOX1,4.608222
LSM3,10.157863
SIGLECP16,2.028886
KIT,8.03409
LRRC37A2,1.899537
ZNF568,2.351951
ZNF99,1.111391
KCTD12,1.63738
RAP2B,2.389689
DEFB129,1.711383
PCDH18,8.876837
KIR3DP1,3.690843
C12ORF35,6.804871
C2ORF7,4.974914
MPHOSPH10,1.908873
ERO1LB,2.927216
HIGD1A,8.909308
PDLIM3,6.382284
BBS2,5.966283
AVP,2.605849
FLJ44124,9.257068
DAND5,1.578843
PRO0611,1.747769
ZNF658B,1.720837
PHF8,1.980851
RAB40B,5.72696
RABGEF1,2.946232
MRPL3,3.283244
RPL18,12.978939
MRPL18,9.45856
CDCA7L,7.910004
LRRC27,1.776131
GYG1,8.25943
IL10RB,6.304675
CTNNA1,9.976786
TMEM186,4.216606
MAGEA12,1.602002
TMEM185B,6.657543
TCP11L2,2.039425
OR7E24,1.884459
HIAT1,3.114291
HMGB1,6.135065
SERHL2,2.204883
C6ORF78,2.023661
TSPYL3,2.252347
LOC401137,2.065903
ATAD3C,2.546369
WFDC12,1.897265
LOC441294,3.772202
CT47.6,2.301105
SPESP1,2.632235
AUH,6.82
C10ORF25,2.119647
MX2,3.421405
STCH,4.811037
KIAA1799,2.132566
ABCB11,2.064941
ABCA11,3.314136
GPR65,2.12426
SLMO1,5.991382
CCDC90B,9.524876
ACTN1,10.055485
SLC22A9,2.03933
C20ORF67,4.658888
NMD3,7.711606
ARL14,1.588045
APOBEC3G,3.970595
FLJ13231,3.934473
ANKRD28,5.865483
PGA4,2.279148
MYO10,7.681258
FAP,1.601083
UQCRH,12.078599
PRPS1L1,1.475476
PLA2G2D,5.657875
SSRP1,6.193568
RFXAP,3.241483
FLG2,1.908386
ZNF607,4.173777
C19ORF31,13.45205
SPANXA1,1.514813
MYH16,2.333429
DDEF1,5.779481
FTHL8,2.421848
FLJ46321,2.251903
SPTLC3,3.623922
GPBP1,5.940708
LOC344657,1.427551
SLC39A8,2.164607
POLD3,2.526081
GAGE7B,2.205375
ECSIT,5.581436
MS4A13,2.163932
CD38,1.518974
SERF1B,2.006287
FTHL7,12.315066
CDO1,6.583489
PRMT6,8.460268
MGC10334,3.752636
ACP6,5.358428
TLE3,5.665872
IMAA,13.54337
SERPINB12,1.461354
AGRN,2.141464
BEX1,10.804065
C12ORF60,2.735425
H2BFXP,2.153252
SRP14,11.515303
NME2,5.685235
PRG-3,1.990254
LEPR,3.997442
SLC39A3,8.208525
CCDC4,5.257135
YSK4,1.703513
FANCD2,8.760986
MAPK1,6.907741
PWWP2,3.743296
COMMD5,5.250454
LOC594834,1.917126
FLJ39660,4.133
ARHGEF7,1.84556
ITIH5,13.03009
GRIPAP1,9.610587
KCNH6,11.371921
LINCR,2.025021
FXYD5,3.354159
LOC392465,1.999529
UTS2,1.50865
HM13,2.901381
CSTF1,2.238372
TTMA,2.858646
SON,5.551258
NXPH4,1.427138
LY6H,3.776374
SCD5,3.678818
TBC1D8B,1.697356
KCNMB2,2.081258
ING3,7.13438
TTYH2,1.703121
DST,2.262885
LOC388931,2.051648
LDB3,1.751719
POMT1,2.617827
RFX3,1.894149
NEK3,2.18278
RAD51C,7.150787
CCDC108,1.610705
RNASE4,2.001442
IFIT3,1.950227
FAM108A2,6.508778
FAM83A,1.554572
ABL2,1.833708
ADSSL1,3.694969
DLX4,1.672976
NR1I2,2.106226
RPGR,2.002405
SYTL2,2.399054
HPCAL1,2.51467
TCEA2,4.703475
PDZK5B,2.185211
MASP1,2.753329
CACNB1,2.136115
GPR110,1.300968
MAFF,1.582651
CRYM,1.69902
LOC389257,1.871634
FOXK2,3.20663
FGFR4,1.393527
MAGEC1,2.358129
UBE2D3,3.42072
KALRN,1.604605
TROVE2,8.629351
LDB3,0.973975
PILRA,1.884072
PRAMEF10,1.273837
GSTCD,2.659678
AJAP1,2.192252
CACNG5,1.984139
LPAL2,2.207462
DGUOK,6.887851
RUTBC2,2.03448
CTSC,9.94
CLUAP1,13.679342
FAIM,2.407454
SSX3,1.824944
IL1RL1,1.980541
ZNFN1A2,2.635404
ARSB,5.723035
FAM98B,2.373235
ZNF682,6.8016
HAS2,1.9559
ACVR1B,7.574928
C11ORF63,5.292814
ZNF275,6.611004
LAMP2,6.769905
ZDHHC13,4.135471
RAB37,3.501042
ZMYM3,1.96318
LBH,4.409409
C21ORF55,1.524773
ITGB1,1.459735
UNC13A,2.346529
JARID1A,1.062369
CCBL2,4.939994
ETNK1,3.569473
STEAP1,2.13367
CDC14A,2.854532
MAPK7,2.082579
ALDH4A1,5.247819
ELMO2,2.866224
MFAP2,2.48844
BUB3,2.304926
CENTG2,2.768973
USH2A,2.09405
TGIF1,4.062353
ABHD12,7.53958
FLJ27523,2.005301
LOC644168,1.87244
BTF3,7.121866
GYG2,2.306798
RUFY2,1.327582
C7ORF28B,4.261592
C3ORF23,1.913659
BCAN,2.737432
PDE4DIP,3.91042
ZNF452,4.233493
SLC45A2,1.778405
RGPD5,1.950472
PTPN22,1.534674
MAGED1,1.648592
CXCR4,2.680983
TSC1,6.966155
FLJ46109,5.258126
MUC4,1.855942
COL8A1,1.642816
FAHD1,7.473335
SP140,2.660664
EDF1,9.035592
BCL2,2.831378
TENC1,1.715933
BAIAP2,1.507493
RORA,1.105646
LYPD5,1.893313
POFUT1,2.14559
SSX1,2.233388
RPLP1,13.013893
SON,9.665351
BRDT,1.32041
TGIF1,2.382608
NFKB2,1.531643
MOCS1,6.011497
C20ORF55,2.092571
TBX1,1.661516
PML,1.925176
DHX40,7.719643
PCDH10,2.170412
RGS3,2.762984
TYSND1,4.756289
APOL2,1.3892
ZBTB38,3.070125
BCAS4,6.578252
OAS2,2.335914
LOC389816,4.513997
TIPRL,3.62889
SPTLC1,9.720335
NRF1,3.1826
GTF2A1,4.632153
NETO1,1.718686
LSR,3.000738
LAT2,2.262043
PCDH11X,1.906098
FYN,6.513497
LOC146909,2.535643
RERE,1.768523
DACT1,1.801664
SMTN,2.27777
INS-IGF2,2.094305
MYO1C,2.090926
WBSCR19,1.737533
C1ORF84,2.393869
FOXP1,1.436956
SLC10A7,1.285685
SMARCC2,2.389503
ANKMY1,2.360693
2012/09/04,2.599279
ERP29,9.511084
WDR78,2.073914
ALDOA,2.473242
WDR45,4.139985
ZFP64,4.997395
RPS6KA1,2.623652
ARPP-21,1.523717
PQLC2,1.962161
FRMD6,2.692845
IL1R2,2.655199
NSF,3.849381
SMC4,5.64388
CBFA2T2,2.161966
PCDHGA5,2.62826
C21ORF66,8.133657
FLJ40411,2.990359
YWHAE,8.818422
UBC,5.565011
FBXO22,1.972556
CAPN10,5.335522
ELF2,5.679021
NPHP1,1.116936
DPP7,3.897488
MGC40499,5.830249
UBE2L6,2.276581
MANBAL,2.597021
ACOT7,3.123446
SLC6A9,1.763485
VPS13B,3.269249
TAF5L,5.887236
LGMN,1.849334
H2AFJ,1.902581
