Gene,H1hESC_rep1,H1hESC_rep2,H9hESC_rep1,H9hESC_rep2,hNSC_rep1,hNSC_rep2
MTIF3,7.436384,7.448645,7.305104,7.498224,7.454273,7.417932
IL1F7,2.021042,1.818818,2.002742,1.695266,2.306308,2.188353
HOXC8,3.598469,5.142595,5.05584,4.780368,2.297859,2.113141
STAC2,3.41194,3.01417,3.168791,3.294148,3.880744,3.734247
EML4,8.554312,8.663395,8.673405,8.429676,7.179302,7.343232
PDE6G,2.442481,2.83671,3.515942,2.761832,3.067205,3.115124
PVRL2,7.95612,8.075328,7.922332,7.980588,7.132499,6.966155
COX15,6.33196,6.517414,6.818692,6.941162,6.605945,6.708215
MMP16,3.489401,1.518578,2.476293,2.713733,2.710757,3.56438
ITPA,7.804146,7.989986,7.316539,7.410158,7.976181,8.050669
MGC11257,9.65458,9.740489,9.986257,9.903737,10.093333,10.1424
C1ORF73,5.491175,5.196691,5.124364,5.177023,5.107971,4.989079
C19ORF12,3.385836,2.787921,2.852901,1.764758,2.363928,3.081829
LOC388915,1.400531,1.64509,1.833399,1.742921,1.726904,1.411165
LOR,1.835405,1.144008,1.502551,2.337972,1.930852,1.666778
LCE3D,1.575129,2.670279,1.537527,1.873688,2.156847,2.287434
DOC2B,2.461828,2.779564,2.051537,2.901381,1.385477,1.998552
RAPH1,2.463818,2.042304,1.556494,2.308902,1.902117,3.061994
LCE1D,1.888878,1.594163,1.852369,1.976665,1.40093,1.927965
MRPS28,8.009754,7.964658,7.928632,8.071931,7.608689,7.685496
FAM69B,2.958178,3.606705,3.799139,2.920573,2.742961,1.844271
MAGEB18,1.754217,1.867127,1.683055,1.936914,1.721849,2.513199
NSUN5C,4.893261,5.50275,5.010781,4.753849,4.954826,4.299378
UPK3A,2.023224,2.2504,1.328757,3.550528,2.39965,2.477089
PSG6,2.346762,2.560371,3.177763,2.902099,1.90932,2.90262
SGCZ,1.94161,1.935014,1.909519,2.194639,1.455667,1.88923
C10ORF59,6.38189,6.269567,6.676286,6.693925,5.363548,5.523043
ITIH4,2.703878,3.009384,1.794218,1.38596,1.944318,2.552667
HPS6,8.537317,8.321037,8.667476,8.626994,8.745916,8.728108
CXCL13,1.274552,2.640603,1.811631,1.455525,2.989606,1.910591
PARP12,6.33261,6.223352,6.155814,6.110943,4.290237,3.319714
CDKN1C,6.716949,6.170479,5.998811,5.653621,2.452793,2.210119
OR4C6,2.639932,1.720462,2.262728,1.866732,2.331151,1.61106
CYP4F8,2.072699,1.618391,1.429921,2.121389,2.246669,2.215207
TSPAN4,7.545762,7.887382,7.623063,7.751282,6.953621,7.034964
ARHGAP17,8.668685,8.576824,8.588672,8.629653,8.888935,8.953367
TRIM11,5.611749,5.575089,5.778495,5.712127,4.862956,5.199368
TSPAN32,2.130618,1.786593,2.018365,1.846188,2.451129,1.901603
NRIP1,6.772142,6.600639,6.525694,6.268853,7.957476,7.95258
LRP5L,5.713904,5.972016,5.487312,5.406108,1.884994,2.432304
MMP15,5.85668,6.501907,6.053202,5.764216,6.500962,6.467404
ZBTB26,4.285851,3.226577,3.872069,3.941816,2.234534,2.48844
NOLA2,8.763392,8.807307,8.620628,8.966561,8.458868,8.399986
USP19,2.32434,3.953412,3.654088,2.989283,4.477325,2.959867
TPPP,1.960123,1.663866,2.321309,1.622733,2.342262,1.509724
ERAL1,8.547322,8.662129,8.964745,9.031826,8.853337,8.560836
C20ORF177,8.096896,7.612751,7.90932,7.427452,7.654276,7.728718
MKKS,7.483936,7.495568,7.583363,7.834773,8.233505,8.045226
KLK5,1.435811,1.804117,1.644403,2.38153,1.501293,1.563557
MLLT6,4.602667,4.777755,4.613128,4.377923,6.58164,6.67838
CD207,1.366169,1.894959,2.143341,1.65327,1.962161,2.284761
MT1F,9.451132,9.621817,9.428752,9.819879,8.144797,8.087393
ITSN1,8.686299,8.716732,9.281654,9.199612,8.864856,8.924212
FLJ36070,4.749619,4.244795,5.155814,5.210551,5.283746,5.313481
CCDC24,6.529218,6.454952,6.600376,6.58674,5.455811,5.699047
EXTL1,2.25323,3.147032,2.738501,3.04706,3.735046,3.897488
PPP2R3A,1.706608,2.529371,1.872297,2.419272,2.480313,1.977434
AKAP10,4.682063,5.002828,5.070212,5.06335,5.177511,5.017978
CNKSR1,4.112126,3.413968,2.066898,2.937482,1.938223,1.882892
SLTM,6.15427,4.643774,6.311562,5.402578,4.43562,4.612038
NARG2,5.722364,5.332764,5.640226,5.908677,2.936896,3.41148
TMEM57,5.323749,5.429134,4.455122,4.747359,4.980583,5.366635
SPHAR,3.501456,2.48201,3.65985,4.159394,3.41194,3.640223
P518,1.63525,1.511656,2.106528,2.180036,2.568733,2.404851
UQCRC2,7.274635,7.503129,7.645243,8.195079,6.943197,6.942316
MGC23985,1.494727,1.854576,1.679467,2.023841,1.743316,2.019996
FSHB,2.02712,2.178342,3.005353,2.586049,1.97461,2.67774
MACF1,2.086966,1.531771,2.009724,2.06017,1.901603,2.492548
CNTN2,1.947703,2.09568,2.231834,1.93613,3.126014,3.510216
HOXC9,1.551465,1.498498,1.464383,1.503904,2.072503,1.591321
KCTD2,6.721028,6.531647,6.583027,6.376428,6.945924,6.949526
SDCCAG33,3.775653,4.733534,5.802896,5.234821,7.887721,8.041948
SOX5,1.404417,1.3249,1.80255,1.874503,1.754395,2.216673
ETFA,9.382845,9.391757,9.726809,9.78931,9.562455,9.552054
C14ORF49,2.055087,2.771329,2.42267,2.122685,2.272018,2.154171
CRYBB3,1.522052,1.92117,1.8813,1.723705,1.935604,1.496347
MTRR,7.540621,7.415224,7.538677,7.460923,6.835054,6.883056
LST1,2.148115,1.501724,1.910427,1.784709,1.345329,2.131342
SLC39A12,1.777758,2.240802,2.244771,1.72102,5.871286,6.013512
ZNF433,5.57304,4.930988,5.526456,6.025163,5.365675,5.517586
SERPINB8,2.679513,3.80046,3.761439,3.139071,5.124944,4.960438
TTC7B,2.651797,2.969146,3.302961,2.725625,3.245741,3.694565
MFSD3,8.72993,8.901577,9.224457,9.243299,7.804725,7.849078
GADD45B,3.512209,4.342977,3.385331,3.019276,4.283829,3.982641
VMD2,1.728786,1.930729,1.840247,1.447193,2.724413,1.855853
FCGBP,2.827238,2.511874,2.363928,1.800839,2.838355,2.102301
DAZAP2,7.925159,7.857595,7.961381,8.139746,10.983058,11.010119
NFRKB,4.504567,4.953811,5.003381,5.021179,5.407332,5.432702
ARL4D,2.490742,3.168241,2.458632,2.36645,2.936369,3.678818
PATE,1.641757,2.114101,1.895082,1.805581,2.51695,2.303215
UBE2G1,8.806361,8.630861,8.925143,8.864856,7.736801,7.733065
KCTD10,5.895303,5.870778,7.005104,7.247818,7.872718,7.820022
FOXN4,2.170004,1.2666,1.833298,2.996775,2.181463,2.936591
OR56A3,1.664324,1.609876,1.655617,1.392522,1.734487,0.973975
EXO1,2.002559,1.764984,1.443539,1.666134,2.354,1.563327
KLRC4,2.077221,2.343338,3.714027,2.388188,2.621571,3.126822
C18ORF8,6.797116,6.971056,6.844955,6.72983,7.309043,7.359431
KRTAP20-1,1.579591,1.824944,1.596969,2.551389,1.915453,2.028983
CRX,1.41216,2.967906,2.778518,2.697458,2.33893,2.590258
APOBEC2,2.317228,1.742921,2.361252,2.366241,1.672355,1.828563
CTBP1,7.814594,8.009406,8.163744,8.060883,8.568703,8.368761
ZNF557,2.219365,2.015417,2.116279,2.297535,1.906651,2.427984
BRMS1,6.874271,6.786625,6.546503,6.651608,6.995055,7.034424
WBSCR27,6.053202,5.894068,6.226473,6.675143,1.450126,2.700314
ACOT7,1.805265,1.784942,1.9344,1.913245,2.412156,2.51963
CCDC9,2.03902,2.986577,3.2262,3.768731,3.299528,3.327267
IBSP,2.285671,1.726904,2.431347,2.03604,2.796145,2.516559
TULP3,5.076911,5.878909,4.802982,5.602452,5.767466,6.090057
ZNF174,4.261973,4.417046,4.475039,3.989152,4.789409,4.137085
DISC1,1.860124,1.631003,1.623885,2.734219,2.00938,2.112795
PRPF31,9.200792,9.227919,9.197167,8.975211,9.084679,8.975211
FBL,10.199724,10.264513,10.441058,10.400685,9.128259,9.183694
EDARADD,2.450508,1.798298,2.226605,2.261308,2.170526,1.414509
ZNF616,6.392699,6.321591,6.438442,6.619921,5.031012,5.085026
C17ORF45,11.845448,11.800719,11.515303,12.044662,12.021003,12.06736
DGCR14,6.176616,5.998369,6.413325,6.116293,6.385725,6.387359
CDH5,2.042166,1.796542,1.693197,1.785432,1.37637,2.006628
OR8B3,2.29158,1.417697,2.102604,1.782354,1.740228,2.423975
SLC44A4,2.793599,2.825754,3.212752,2.024339,1.87244,1.622132
TRIM9,2.904752,3.463684,2.982397,3.540986,4.067128,4.681205
FLJ36779,3.223504,3.548868,2.247226,2.603962,1.729179,2.564413
FLJ40243,3.19766,1.243894,1.807016,1.793448,1.746963,1.723574
PPGB,6.805811,7.028804,6.612006,6.616277,7.40974,7.582295
OR51E2,2.837216,1.854449,3.049127,1.857057,2.555916,3.102115
LRRC39,1.672068,1.363008,1.533362,1.963775,2.197233,2.279452
TMED3,10.162343,10.214075,9.877526,9.859099,9.172256,9.112359
WDR26,6.161513,5.93655,6.259338,6.362218,6.708215,6.527526
TCF21,2.248622,2.291716,1.933176,2.360693,1.186647,2.174594
FH,8.855602,8.884148,9.27711,9.269687,8.110377,8.225565
MTX1,6.983668,6.908199,6.754861,6.952035,6.290207,6.436291
CD1D,4.884386,4.979687,4.200691,4.39013,2.397777,1.891527
DCAMKL2,1.579752,1.791506,2.103031,1.565754,8.9107,8.891394
CRIP3,3.614985,2.410149,2.90168,2.78567,3.440177,3.807043
EPM2A,3.436422,3.403368,3.648875,2.990917,4.468597,4.312987
ABHD7,2.840618,3.473592,3.031076,2.876392,2.558736,2.85814
CTTNBP2NL,5.253384,4.83701,5.349772,6.073605,5.163851,5.120837
ARF4,10.251081,10.106748,10.180029,10.170388,10.229616,10.343446
EPHA6,3.413046,3.284345,2.995053,3.754595,3.905464,4.226468
PCDHGB4,3.249407,2.21337,1.958284,2.214086,3.587585,4.242153
MAF,5.815819,5.688791,5.810127,5.945241,7.311338,7.324406
INHBA,2.881665,2.840032,3.1377,2.866662,2.313839,2.113765
BICC1,1.664659,1.696636,1.797761,1.618593,1.98304,1.783968
C10ORF67,2.146189,1.385696,1.700227,2.514983,3.470674,2.621092
MYOM3,1.704713,2.222197,1.7972,2.768685,2.463715,3.2644
SYTL4,3.420406,2.192067,2.038015,1.860322,5.052854,4.65102
CCT6A,9.109114,9.18152,9.184636,9.288485,6.969353,7.00357
DNASE1,3.332396,2.919756,3.30978,4.470981,3.648461,3.508376
RABEP1,6.910989,6.950394,7.633929,7.832921,8.965748,8.966561
SLC27A3,7.592864,7.576732,7.074394,7.313991,5.810127,5.744651
SMOC2,3.868211,3.742071,4.369703,3.626514,2.276127,2.377186
ZIK1,7.321166,7.390091,7.12501,7.069186,5.997183,6.195199
TMEM63A,6.633009,6.962248,5.848996,5.495805,5.005403,5.006828
MRPL38,7.600693,7.746599,7.232335,7.423909,7.156108,7.101523
SMPDL3B,6.898753,7.022185,7.05335,7.25009,2.102932,2.694463
SEPX1,9.018288,9.044209,9.103008,8.838036,8.963652,9.028214
PTPN21,4.58362,4.067128,3.890767,3.296143,3.237244,3.088579
MOBKL2C,1.739793,1.880213,1.627743,2.256504,2.183121,1.549096
NFKBIZ,7.179302,7.287889,6.313849,5.825275,6.591941,6.715944
PLD1,2.958558,3.353512,1.988817,2.662416,4.268228,4.007022
PTGES3,9.294231,9.238408,9.614451,9.650533,7.227244,7.196154
VGLL1,3.4592,3.099256,1.706945,2.107272,3.589852,2.415382
FBN3,7.224882,7.514876,6.839616,6.901858,5.984856,6.201804
ZAP70,1.604704,1.906914,1.522348,1.966818,2.006628,1.48081
MORG1,5.601027,5.448241,5.460897,5.762843,5.908677,5.881556
LOC650239,2.754476,2.303215,3.072518,2.379315,2.505964,2.137717
UCK1,4.985083,5.167919,4.87806,4.986706,5.93655,5.633773
MESDC2,2.287906,2.177457,2.374456,2.753057,3.391909,2.379315
REM1,1.417018,1.977311,1.766694,1.640151,1.729407,1.346872
BDNF,1.867611,1.700778,1.574436,2.10063,1.391161,2.299024
LOC441956,2.130752,1.702652,2.384646,2.233941,1.866084,2.490007
C1ORF102,2.816369,4.673767,3.093872,4.203283,5.480531,5.517111
OR3A2,2.472512,1.714498,2.063731,1.803573,1.839413,2.122975
GRIPAP1,4.971412,4.696745,4.07211,4.740559,5.391314,5.378597
PACS2,5.492977,6.10383,6.113367,5.69993,6.791519,6.941162
RNF13,3.282751,1.844539,2.105115,2.777389,1.428585,2.146743
FAM72A,5.495154,5.713012,6.40739,6.68281,4.321943,3.991407
CYP4F11,2.513199,2.532163,1.639212,2.443098,5.237308,5.589136
HADHSC,9.051151,9.07397,9.347761,9.490533,9.35771,9.336825
FLJ13639,1.956387,2.866662,2.932712,3.638324,4.228198,3.651106
FOXE3,2.674189,2.602362,2.008229,2.742314,1.941964,3.36598
FGF11,4.923348,4.907069,5.964781,6.367667,5.85353,5.902324
PLXNA3,5.455267,5.8508,5.427225,5.438124,7.188853,7.148115
HOXC4,2.202063,2.17063,2.1186,1.817783,2.343338,2.706779
FEM1A,7.90932,7.913535,7.954417,8.091952,8.429065,8.486322
MGC17330,3.305996,3.315964,3.9372,3.705735,5.770797,6.036769
LOC440295,1.622252,1.556613,1.645897,1.832442,1.882636,2.24929
C9ORF45,7.62741,7.482615,7.931396,7.969307,5.905616,5.924402
IL11RA,2.661955,2.613394,3.461672,3.238843,3.999184,4.535037
PKHD1,2.687106,3.246177,4.174945,3.695243,2.637898,3.484338
CCL2,4.27764,5.367886,4.325105,4.891561,9.730304,9.776087
ZFAND3,6.667718,6.724953,6.398232,6.480182,8.553399,8.433401
HMBOX1,4.024861,4.391297,4.499301,3.362976,5.677428,5.956409
PVRL1,1.85381,2.791732,1.986134,1.961513,2.010339,2.356121
EHD4,8.58293,8.586833,8.640826,8.653529,4.811037,5.163388
SFRS12,4.920306,4.873851,5.003691,4.871689,4.447471,4.816475
PCP2,2.145048,1.57252,1.611724,2.148228,1.942451,1.552423
PTPRO,2.668178,2.137824,1.837268,2.488264,2.291889,2.09201
GMNN,8.294364,8.484083,8.172667,8.1875,7.067539,7.009783
RCC2,11.255077,11.30315,11.413783,11.247496,9.931302,10.090028
CABP2,1.911214,1.673193,2.2689,3.263442,2.247589,2.679513
ETS2,6.969353,6.956312,7.421935,7.414345,2.853637,1.995914
CLSTN1,5.169828,5.414454,5.117039,4.595073,6.27499,6.600376
ZNF117,1.665183,1.586019,2.373069,2.202759,2.350893,2.414078
ARVP6125,1.960675,2.208686,2.204965,2.732133,3.468244,2.301589
GMPPB,2.595325,2.6764,1.860011,2.314036,1.508076,1.932044
TNNT3,1.680324,1.893084,0.973975,1.965506,1.558612,1.417193
CCDC49,5.739888,5.474848,5.618479,5.675873,5.876907,6.042478
ADSSL1,4.874482,5.229267,5.880413,6.163143,5.304043,5.39573
TRIP12,7.513795,7.385899,7.730161,7.576269,6.834689,6.889428
IL17E,2.528112,2.385378,1.74284,2.317714,3.410188,2.53338
SPANX-N2,0.953899,1.890684,1.452541,1.601353,1.64929,1.386542
LOC91431,5.407332,5.509815,5.402578,5.391775,4.196334,2.902961
CDR2,7.824396,7.879296,8.201402,8.324797,7.526506,7.458515
MGC44505,2.103249,1.906009,2.173001,2.270543,1.973122,2.670279
NQO1,7.606245,7.382331,7.369602,7.171929,10.36093,10.355912
E4F1,8.227371,8.382893,7.658713,7.622079,8.254762,8.2662
PRR5,3.727063,2.781069,3.82862,2.464123,2.082528,1.547838
OSTM1,5.435885,5.376005,5.342198,5.51828,6.89322,6.848915
LOC91137,6.527123,6.624881,7.106386,7.24619,6.477141,6.60209
NIPA2,9.330763,9.520848,9.341817,9.360427,9.371684,9.343313
BAD,4.563667,5.304312,5.554676,4.929821,3.53379,3.265807
SLC7A5,11.247496,11.223517,10.208542,9.987774,6.731887,6.529218
LOC653602,2.545283,2.955976,2.285671,1.842898,2.250686,2.280034
HOXB9,1.669078,1.95373,2.34502,2.098775,2.826426,2.04933
C20ORF149,7.330565,7.110161,7.508017,7.136587,7.207694,6.992235
ZNF420,2.463915,2.195757,2.506543,3.168791,3.004764,1.642689
FAM3D,1.398841,1.505412,1.874781,2.529711,1.710286,1.915547
HEL308,3.959082,3.87822,4.299378,3.961066,4.911562,5.1517
NCBP2,8.745916,8.758045,8.539002,8.708201,8.697602,8.88347
LONRF3,2.032422,2.563057,1.467562,2.271147,1.938124,1.466063
SLC17A4,1.683649,1.714815,2.15805,1.838281,2.347326,2.256173
GPR154,1.63326,2.251903,1.917435,1.773904,1.699704,1.48877
PHF2,5.768585,5.818293,5.721664,5.671158,8.294364,8.326724
BM88,4.021009,4.670092,4.710629,4.614384,5.366635,5.342403
CRTAP,2.751554,3.228148,3.772953,3.482591,6.126919,6.376428
CST9L,1.404166,1.935897,2.10272,1.883626,1.756573,1.911713
GUCY1A2,2.79009,2.099363,2.190788,3.235542,3.034731,2.86695
LOC144404,5.235363,5.04707,3.831183,4.22267,3.980329,3.746323
ABCA9,2.082187,2.369484,1.956655,2.81487,2.178073,2.143722
LRRN1,9.626329,9.552054,9.361355,9.141755,8.936909,8.950131
SETBP1,5.289214,5.388455,4.96579,4.718818,7.713382,7.778655
C16ORF60,8.842071,8.792122,8.434212,8.692653,8.114334,8.126917
JMJD2B,2.596073,2.623949,2.874664,3.020229,3.043063,3.538808
INSL4,1.73569,1.462942,1.625917,1.982041,2.319065,2.151046
POLR2I,9.650533,9.808271,9.631429,9.759426,9.280776,9.278861
PRAF2,3.599011,3.839257,3.105041,3.122739,6.446659,6.544397
MDGA1,2.001656,1.883506,2.364885,2.473626,4.261592,3.558212
ARSG,3.943896,4.270848,5.099211,5.617591,3.818716,3.246636
LRCH2,5.668102,5.70598,6.795118,6.920728,7.069635,6.7988
CBFA2T3,2.243354,1.763412,2.088298,2.323754,2.978357,1.697881
OR2T6,2.300129,1.929596,1.817013,1.509113,1.94146,2.036958
SYTL3,4.286616,3.421405,4.058024,3.418624,3.00563,3.288263
MAPK14,2.266803,2.049451,1.805926,1.848711,2.127037,3.366701
OR8B8,1.403448,1.401115,1.284895,1.464546,1.651822,1.536523
SLC25A3,5.553873,5.29222,5.82603,5.693849,5.105728,4.518029
CSNK1D,7.267069,7.395298,7.389282,7.425998,7.28817,7.410735
HSPB3,2.03132,1.894835,1.561283,1.854386,2.424278,3.260126
LOC493829,2.074909,1.343243,2.230319,2.632734,2.069744,2.597767
IFT122,1.820526,1.668293,2.346267,1.838128,2.683247,1.89674
SLCO1A2,1.611932,1.282019,1.151287,1.596014,1.156649,1.856581
C10ORF71,1.73161,1.486341,2.077901,1.498638,2.562285,1.920965
OR5AK2,2.154282,1.822036,2.010131,1.776039,1.516999,1.818109
UBE1,5.468315,5.659544,6.103541,5.638938,2.761559,3.007919
STX11,2.34948,2.088622,1.853659,2.021377,1.834045,2.224613
GPSN2,10.100092,10.37872,9.920349,10.065822,10.32769,10.413212
ZFP36,6.234756,6.324367,5.38616,5.859522,6.173989,6.060372
FLJ25102,3.867189,3.380797,3.061156,2.853912,3.729127,3.676087
DECR1,7.786285,7.565021,6.901858,7.07811,8.814878,8.763392
SSX2IP,4.39013,4.584582,5.092427,4.873366,5.12906,5.343714
PYGM,3.152586,2.860245,2.382183,2.393869,1.362727,2.729679
BAZ2B,7.150344,7.348919,7.07394,6.852431,7.169514,7.226904
OSBPL7,5.901418,6.115152,6.141628,5.49842,6.456647,6.398844
SC4MOL,9.174841,8.930561,9.072174,9.018288,9.764212,9.837643
C10ORF62,2.44897,1.784093,2.079545,1.74238,1.471269,1.626463
TSPAN4,2.279579,1.876943,1.729978,1.760705,2.196343,1.681924
SET7,2.192922,1.415541,2.434961,2.648676,2.553978,2.826309
PSMD5,6.394021,6.342643,6.264354,6.419506,6.399463,6.509189
FKSG2,2.922087,1.864859,2.049451,2.542415,2.534898,1.414063
CKLFSF4,2.537291,2.945699,1.918695,2.288638,1.790412,1.949975
VCY1B,2.243769,1.582238,2.073734,2.038015,1.784452,2.062356
OR13C5,1.690955,2.177118,1.254463,1.755577,1.529176,2.117895
TULP4,7.122571,7.139562,7.329806,7.125583,7.55074,7.62802
PITX2,1.887951,1.833708,1.602592,1.2666,1.984525,1.99794
SPINK7,1.494858,1.43029,2.134981,1.975727,1.197507,1.93428
ABI2,5.69206,5.918143,6.316684,6.134488,3.903308,3.525735
CA12,4.238604,4.470481,4.372226,4.412066,9.950071,9.87937
DUT,3.255774,3.083214,4.017401,4.383177,5.466266,5.416775
LCN1,2.223445,1.733537,1.973864,1.820995,2.237144,1.995066
SHC1,10.653563,10.69814,10.807866,10.315034,9.37663,9.42629
SRFBP1,6.987946,6.074723,6.136137,6.309505,5.901089,5.94161
SAMHD1,4.467939,4.162709,4.323737,4.092068,2.375651,1.899277
KCNK4,3.067941,2.353219,2.518997,3.352907,1.55908,2.394482
RHEBL1,3.647263,3.271577,3.615972,3.178868,2.401538,3.784321
ZNF227,5.517111,4.978826,5.770433,5.714285,4.891561,4.696252
MS4A6A,1.661864,2.258129,1.620544,1.465535,2.660443,2.217303
PTMS,8.824896,9.007096,8.854246,8.762487,10.01612,9.980521
C17ORF54,2.435218,2.615063,1.674274,2.343645,1.921576,2.38574
WISP1,2.036236,1.946038,2.365866,2.295663,2.081806,1.571055
DEPDC5,2.561257,1.601083,1.753836,2.186563,1.846103,2.765252
MGC35295,1.227175,1.476891,1.796078,1.688304,1.328757,1.482445
TAF10,8.793123,8.869357,9.18152,9.1572,8.968252,8.933268
C14ORF159,6.905608,6.898753,6.919786,6.985919,7.345571,7.295774
USP10,8.15961,7.938798,8.096896,7.774565,7.455403,7.377536
HIST1H3D,2.55781,2.27902,1.751212,2.428786,2.959602,2.852292
TOMM34,8.047875,8.094482,8.520659,8.506413,8.166715,8.103501
NEK4,3.761656,3.387482,3.851038,4.298457,3.637693,3.638324
DKKL1,3.559436,3.5888,4.848309,5.039735,4.366871,4.571538
TGM1,2.416172,2.711654,2.584813,1.742535,1.740975,1.204392
GRPEL2,8.840643,8.826582,8.862586,8.88347,7.580134,7.514876
HTR5A,1.487547,2.092571,1.464722,1.20563,1.528048,1.42782
MYT1,3.41148,4.106068,4.841579,4.821441,5.851188,5.601027
GREB1,3.567463,4.178337,3.900117,3.965542,5.218998,5.838321
KRT13,2.012343,2.225592,2.001773,2.049133,2.256173,2.647759
C20ORF4,7.432839,7.511617,7.451114,7.529969,7.754373,7.837817
PSCD2,2.756589,2.204168,3.470235,3.466876,4.211955,4.171657
K6HF,1.598629,1.296712,1.81148,1.737901,1.552936,1.35557
PPP3R2,1.781663,1.930098,1.982265,2.111103,1.573786,1.524591
HSPB6,2.465747,2.435415,1.597199,2.368824,2.428786,2.213877
TNFRSF10A,5.835569,5.043997,4.502795,4.4904,2.863498,2.454774
CERK,4.929281,4.91702,5.199368,5.038035,4.460245,4.483408
AURKC,2.134074,2.507923,2.314264,2.033752,1.806034,2.364743
C22ORF23,3.833888,3.362112,3.445704,3.274367,3.575233,3.753127
ZNF276,1.83378,2.129161,1.917126,3.096362,4.333879,3.913571
MOBKL2A,2.934491,2.650284,3.129,3.847574,5.754179,5.665872
DKFZP564K142,8.839552,8.728108,8.139201,7.407222,6.832661,6.702485
KRT6B,2.041391,1.654406,1.861375,1.747049,1.41619,2.023082
FBXO27,2.276699,2.300629,2.899897,3.499111,2.031615,1.877217
ERAS,1.597805,1.838949,1.616435,2.457338,2.396787,1.420502
ATP6V0B,9.54093,9.684976,9.087576,9.206228,10.143912,10.217516
PARP10,2.351617,2.82066,2.450355,2.018007,3.913939,2.485815
CDYL,1.378549,1.365859,1.892666,1.820526,1.713946,1.598144
HS6ST3,1.347703,1.498638,1.487352,1.79376,2.270977,2.018778
CHX10,2.086279,2.090588,2.179473,2.568623,2.669999,2.421978
C21ORF123,1.502078,1.432886,1.6395,1.807682,2.216673,1.934106
FERD3L,1.445178,1.528048,2.53749,1.835999,1.437408,2.062883
ADAMTSL2,3.951118,4.435212,3.615304,4.272688,2.730812,2.794495
B3GNT7,2.003524,2.665112,2.587227,1.813547,2.110582,1.925946
LOC284434,2.066045,1.418141,1.915006,2.207631,3.117869,2.99308
WIF1,3.361696,3.509739,2.881665,1.801137,1.708038,2.826704
PLA2G1B,1.488913,3.046317,2.244458,2.218775,1.496193,2.213993
FABP6,3.17932,3.44146,3.863195,3.907999,1.455193,2.300129
TMEM127,4.277969,4.420065,4.157782,3.998724,5.653159,5.33852
VPS18,6.828123,6.87882,6.304444,6.262092,7.028138,7.042376
TBX15,1.935691,1.657864,2.453129,1.536932,3.656692,2.774548
LOC284361,2.302226,2.55072,3.127435,2.459152,2.351617,3.804422
CACNB2,1.824029,1.403135,1.723449,1.408934,1.619173,1.493421
SMYD2,5.521016,5.618995,4.97056,5.009135,6.750288,6.76045
NKTR,8.287307,8.373544,7.729126,7.585653,8.557096,8.718004
MGC4825,7.565021,7.499381,8.474448,8.625318,7.824396,7.754861
ARID5B,4.634771,3.966181,1.752426,1.871896,7.738291,7.920015
FLJ10490,2.987757,2.937665,4.126272,3.985585,3.617315,4.113211
